,USD_vs_Curr1,USD_vs_Curr2,USD_vs_Curr3,USD_vs_Curr4,USD_vs_Curr5,USD_vs_Curr6,USD_vs_Curr7,OT,timestamp_idx
1089,0.12670378,-0.83493716,-0.5925689,-0.09763997,-0.8017791,1.0855589,0.6348112,-0.050628226,1089
1090,0.1548298,-0.7764506,-0.60622686,-0.11620675,-0.8008993,1.0056425,0.63166606,-0.03488889,1090
1091,0.1412518,-0.80450004,-0.6313597,-0.046740398,-0.7994841,1.0692117,0.657708,-0.024395164,1091
1092,0.11215578,-0.7985324,-0.63686544,-0.060208783,-0.7980307,0.97658163,0.657708,-0.024395164,1092
1093,0.09275883,-0.78838646,-0.63036484,-0.06557515,-0.7966536,0.97204065,0.6616619,-0.04748036,1093
1094,0.12185426,-0.79316103,-0.6233335,-0.06826347,-0.7953147,0.9920196,0.657708,-0.024395164,1094
1095,0.1800463,-0.77048224,-0.62986284,-0.0628971,-0.7936319,0.97658163,0.66877925,-0.0086558275,1095
1096,0.16840778,-0.77227294,-0.5885123,-0.046740398,-0.79198694,0.89121586,0.6711692,-0.005507335,1096
1097,0.17519677,-0.7943548,-0.5615342,-0.060744736,-0.7909542,0.9021137,0.6711692,-0.04852986,1097
1098,0.19459373,-0.7895803,-0.56459594,-0.022376768,-0.789845,0.9021137,0.6624525,-0.06426982,1098
1099,0.2188408,-0.78838646,-0.57836044,-0.027809849,-0.78885037,0.93389875,0.66561586,-0.050628226,1099
1100,0.1800463,-0.7555625,-0.5981425,0.07395053,-0.7875882,0.98566276,0.66640645,-0.05902296,1100
1101,0.17034724,-0.77227294,-0.5895261,0.11207959,-0.7862496,1.0011015,0.6616619,-0.017049933,1101
1102,0.16743776,-0.7692884,-0.586484,0.12054537,-0.7849489,0.98203015,0.66561586,-0.04852986,1102
1103,0.1800463,-0.78540266,-0.5722462,0.08233021,-0.7833806,0.98203015,0.673542,-0.07371342,1103
1104,0.16355824,-0.7555625,-0.58445513,0.133,-0.78208023,1.1155273,0.6790953,-0.043282997,1104
1105,0.14804079,-0.7316899,-0.566634,0.17002866,-0.7805119,1.1418638,0.69340175,-0.06112195,1105
1106,0.11894477,-0.7197539,-0.5656202,0.19012633,-0.77913487,1.1945362,0.7053536,-0.06112195,1106
1107,0.12185426,-0.70483345,-0.57581055,0.13867256,-0.7782933,1.1582102,0.6989733,-0.050628226,1107
1108,0.17034724,-0.70483345,-0.5610224,0.11603025,-0.7771078,1.1373229,0.7053536,-0.024395164,1108
1109,0.20623225,-0.70483345,-0.55283153,0.09072871,-0.7756925,1.0365192,0.7093429,-0.019148927,1109
1110,0.20914173,-0.81225836,-0.53742504,-0.0044120783,-0.76360536,0.9738574,0.7093429,-0.013902065,1110
1111,0.18489525,-0.8212105,-0.5338221,-0.07629877,-0.7723263,1.0056425,0.7053536,-0.040135127,1111
1112,0.19459373,-0.8152429,-0.5235062,-0.052135278,-0.7709495,1.0437844,0.7165138,-0.03488889,1112
1113,0.20817229,-0.80808073,-0.5435974,-0.046740398,-0.7696488,1.0001931,0.7173226,-0.031740397,1113
1114,0.19459373,-0.7585463,-0.52815235,-0.0060478756,-0.76827174,1.0437844,0.7133333,-0.0086558275,1114
1115,0.18489525,-0.740642,-0.5193627,0.07953698,-0.76697135,1.0837421,0.7173226,-0.0013099697,1115
1116,0.1693778,-0.7334806,-0.5271189,0.15574722,-0.764447,1.1237009,0.7165138,-0.0076063303,1116
1117,0.19944327,-0.74840033,-0.5296976,0.1528964,-0.7633375,1.079202,0.7173226,0.019676229,1117
1118,0.21399127,-0.7639177,-0.542564,0.09633455,-0.7621901,1.0574064,0.7181132,-0.0023594673,1118
1119,0.21399127,-0.72393155,-0.52401805,0.224831,-0.76085126,1.0837421,0.74374264,-0.0086558275,1119
1120,0.20041329,-0.6087483,-0.51781684,0.23064724,-0.76004815,1.1019052,0.7896443,-0.028592529,1120
1121,0.20623225,-0.6523152,-0.45253098,0.1757588,-0.7594742,1.1055378,0.8171956,-0.027543657,1121
1122,0.1800463,-0.62247497,-0.44144246,0.2540068,-0.7587093,1.0973642,0.8090724,-0.022296794,1122
1123,0.19944327,-0.64813757,-0.4541154,0.21612632,-0.75786775,1.0601307,0.80826354,-0.011803695,1123
1124,0.20623225,-0.52280843,-0.44091105,0.2804561,-0.7571792,1.1282418,0.8546687,-0.0086558275,1124
1125,0.19168425,-0.6302333,-0.44197384,0.19589466,-0.75656736,1.1409554,0.8726773,-0.017049933,1125
1126,0.1907148,-0.579505,-0.40263203,0.201663,-0.7564143,1.2154235,0.9104911,-0.019148927,1126
1127,0.23047873,-0.55861694,-0.3956772,0.22773883,-0.7561849,1.2027098,0.90966415,-0.04852986,1127
1128,0.1237943,-0.5705529,-0.3972904,0.21612632,-0.75576395,1.1909035,0.9014327,-0.05902296,1128
1129,0.1587093,-0.53892195,-0.41064903,0.22193286,-0.7554964,1.223597,0.8669441,-0.027543657,1129
1130,0.1625888,-0.579505,-0.41863728,0.198774,-0.75503725,1.1345986,0.8236841,-0.026494158,1130
1131,0.15676926,-0.56160074,-0.42129368,0.22193286,-0.7546166,1.1609343,0.8326343,-0.027543657,1131
1132,0.16840778,-0.5705529,-0.384956,0.21612632,-0.7546166,1.1237009,0.80988115,-0.032789893,1132
1133,0.16549829,-0.5466803,-0.3930018,0.21322761,-0.75450176,1.1327819,0.8342701,-0.019148927,1133
1134,0.16549829,-0.56458455,-0.384956,0.20455144,-0.75446355,1.0973642,0.8505883,-0.024395164,1134
1135,0.17131726,-0.5556324,-0.41010842,0.16716872,-0.75446355,1.0555897,0.8546687,-0.022296794,1135
1136,0.14804079,-0.55682623,-0.40638,0.19012633,-0.75446355,1.0419676,0.87431204,-0.019148927,1136
1137,0.15773928,-0.5108725,-0.41810587,0.2540068,-0.75450176,1.0583148,0.9311415,-0.0201978,1137
1138,0.16064876,-0.50192034,-0.42076227,0.2393901,-0.75446355,1.0419676,0.8890856,-0.0013099697,1138
1139,0.14319126,-0.50788796,-0.42501232,0.23239763,-0.75446355,0.97658163,0.8669441,-0.003408965,1139
1140,0.12185426,-0.55861694,-0.39996582,0.18149805,-0.75446355,0.96477544,0.84649086,0.0018378977,1140
1141,0.12476432,-0.54071265,-0.42076227,0.201663,-0.75446355,1.0147235,0.8554775,0.0060352623,1141
1142,0.1412518,-0.53772813,-0.42660594,0.21902446,-0.75431055,1.0328866,0.858748,0.0070841345,1142
1143,0.11700531,-0.48103225,-0.4541154,0.3429009,-0.75431055,1.1554859,0.9080112,0.013380495,1143
1144,0.11700531,-0.36763906,-0.467261,0.427797,-0.75431055,1.2263212,0.9344484,0.06164925,1144
1145,0.13931176,-0.34675097,-0.45937926,0.427797,-0.75423384,1.2154235,0.9452315,0.06794499,1145
1146,0.12185426,-0.31989458,-0.45832625,0.44623035,-0.75423384,1.2617389,0.96600825,0.06794499,1146
1147,0.13252276,-0.2990065,-0.45937926,0.44007945,-0.75423384,1.2717284,0.92452765,0.08053708,1147
1148,0.08306035,-0.27513462,-0.45568943,0.43208236,-0.7541957,1.2553821,0.9212207,0.07529022,1148
1149,0.12961328,-0.26319796,-0.4461945,0.44007945,-0.75392807,1.2717284,0.9311415,0.08053708,1149
1150,0.12961328,-0.20948587,-0.43032455,0.4524001,-0.7536602,1.2962482,0.9535347,0.07843809,1150
1151,0.18489525,-0.23634227,-0.4196995,0.41860425,-0.7536602,1.2862588,0.8997798,0.085783325,1151
1152,0.19750379,-0.20769516,-0.42766872,0.41249156,-0.7530483,1.2962482,0.95768684,0.09627705,1152
1153,0.19168425,-0.29005435,-0.43403396,0.35490626,-0.7526659,1.2526569,0.9435786,0.10886852,1153
1154,0.18489525,-0.218438,-0.4472573,0.39117944,-0.7523598,1.3007892,0.97015935,0.10677015,1154
1155,0.17519677,-0.23634227,-0.45674244,0.43392852,-0.75205374,1.3135029,0.97849894,0.10886852,1155
1156,0.18780474,-0.22142181,-0.4620069,0.3972534,-0.75205374,1.2907989,0.97849894,0.12251011,1156
1157,0.18877476,-0.3527193,-0.47145346,0.2774998,-0.7512122,1.1763731,0.9593398,0.10362228,1157
1158,0.25278577,-0.36465526,-0.4730275,0.28931355,-0.7512122,1.2290455,0.95768684,0.1434963,1158
1159,0.3061277,-0.3318305,-0.4625285,0.31898656,-0.7512122,1.2680957,0.98935384,0.16238414,1159
1160,0.28673074,-0.3019903,-0.47250587,0.36695892,-0.7512122,1.2980641,0.9993828,0.17497623,1160
1161,0.32552522,-0.39747924,-0.45147797,0.24230763,-0.74922323,1.2163318,0.97849894,0.18546933,1161
1162,0.31097722,-0.43209398,-0.47931558,0.20455144,-0.74868774,1.2027098,0.9535347,0.17497623,1162
1163,0.27703226,-0.49893582,-0.4740805,0.16145797,-0.7478462,1.1890868,0.92452765,0.15923627,1163
1164,0.29158026,-0.52280843,-0.5022561,0.13016857,-0.7478462,1.1691079,0.94108045,0.15923627,1164
1165,0.27218273,-0.5974093,-0.5115967,0.09577008,-0.7467752,1.1609343,0.9327944,0.1539894,1165
1166,0.29642922,-0.56458455,-0.51367337,0.13867256,-0.74608666,1.1863626,0.94771147,0.18337096,1166
1167,0.3352237,-0.61829734,-0.52453965,0.021338755,-0.74585724,1.1482207,0.960185,0.20120929,1167
1168,0.37692767,-0.6302333,-0.5214393,0.0048855664,-0.74585724,1.1573018,0.991025,0.18022247,1168
1169,0.3885662,-0.60934526,-0.5691845,0.018593421,-0.74532175,1.1772815,1.0010539,0.19071619,1169
1170,0.3594702,-0.591441,-0.5553912,0.048936345,-0.74532175,1.1700163,0.9951953,0.18546933,1170
1171,0.35559067,-0.64813757,-0.5686819,0.0021499256,-0.7442508,1.1255167,0.9951953,0.1665815,1171
1172,0.37886772,-0.64813757,-0.58090055,-0.025093023,-0.74402106,1.1400471,1.0111011,0.1875677,1172
1173,0.3924457,-0.64037925,-0.5768342,-0.01422629,-0.7436004,1.1064461,1.0287498,0.19386406,1173
1174,0.44578764,-0.62426496,-0.5640841,-0.011500342,-0.7434474,1.1100788,1.009429,0.24108332,1174
1175,0.43608916,-0.6350078,-0.56510836,-0.041345514,-0.7431413,1.0646716,0.991025,0.263119,1175
1176,0.44966716,-0.664848,-0.5477024,-0.044042956,-0.7428737,0.97476494,0.9452315,0.2641685,1176
1177,0.45645612,-0.67200947,-0.5538552,-0.022376768,-0.7426058,0.9811226,0.9868375,0.2641685,1177
1178,0.44675764,-0.6600735,-0.5538552,-0.038638383,-0.7423764,0.97839755,1.0052414,0.29040158,1178
1179,0.45354664,-0.64157236,-0.58800966,-0.029435953,-0.7408845,0.99837726,0.9826682,0.3092894,1179
1180,0.4516072,-0.64694375,-0.60622686,-0.07629877,-0.7400432,0.972949,0.9718305,0.29354945,1180
1181,0.49719068,-0.664848,-0.6127758,-0.0843147,-0.7382837,0.9902037,0.9676612,0.31243727,1181
1182,0.49525064,-0.64395994,-0.61881286,-0.057521034,-0.7366006,1.00655,0.99018085,0.31873363,1182
1183,0.5049491,-0.6630573,-0.62484014,-0.041345514,-0.7350323,0.9811226,0.9993828,0.33762148,1183
1184,0.50979865,-0.6588797,-0.6263468,-0.03918346,-0.7335022,0.98293847,0.9826682,0.3533608,1184
1185,0.5321057,-0.64813757,-0.6263468,-0.018033838,-0.73204875,0.9865711,0.98935384,0.37959388,1185
1186,0.5049491,-0.64813757,-0.6313597,-0.045123987,-0.7299832,0.9847544,1.0035703,0.35860768,1186
1187,0.5194971,-0.6529121,-0.65930384,-0.04296193,-0.7281855,0.9965605,0.98935384,0.36910078,1187
1188,0.5078592,-0.66604185,-0.6617956,-0.03810243,-0.72569925,0.9811226,1.0102742,0.35231194,1188
1189,0.5049491,-0.66902566,-0.66129357,-0.016943116,-0.72390157,0.98929536,1.0119452,0.35021296,1189
1190,0.50979865,-0.74840033,-0.68110436,-0.054287642,-0.72160655,0.9693164,1.0127904,0.37434763,1190
1191,0.52434665,-0.7585463,-0.68406993,-0.06181607,-0.7189288,0.9902037,1.0144616,0.39533383,1191
1192,0.5194971,-0.7555625,-0.6909666,-0.041345514,-0.7169017,0.96840805,1.0077578,0.39533383,1192
1193,0.5291956,-0.7645146,-0.7057156,-0.031062057,-0.7131533,0.98021424,1.0043973,0.3984817,1193
1194,0.5156176,-0.664848,-0.72673434,0.07284099,-0.71173805,1.0419676,1.0262153,0.39533383,1194
1195,0.5078592,-0.6272495,-0.70326245,0.07116699,-0.71016973,1.0465087,1.0582422,0.3711998,1195
1196,0.45936564,-0.65171826,-0.7057156,0.05448403,-0.7093664,0.9629596,1.0963806,0.36490342,1196
1197,0.4448182,-0.6630573,-0.70326245,0.05448403,-0.7093664,0.88485897,1.0921203,0.34916407,1197
1198,0.43220964,-0.64515305,-0.6909666,0.107574165,-0.7084866,0.92300093,1.0989323,0.33762148,1198
1199,0.41766164,-0.7149794,-0.6924445,0.07116699,-0.7082572,0.88758326,1.0938278,0.33552247,1199
1200,0.37886772,-0.6821554,-0.7179441,0.15859804,-0.7080275,0.98021424,1.1134005,0.3323746,1200
1201,0.4273607,-0.6749933,-0.748593,0.19012633,-0.7077599,0.9738574,1.1176597,0.37434763,1201
1202,0.45936564,-0.67081565,-0.7568127,0.20455144,-0.70768327,1.0192646,1.1048809,0.38274238,1202
1203,0.42251116,-0.5974093,-0.7688771,0.2393901,-0.707492,1.1200682,0.9993828,0.37959388,1203
1204,0.33037475,-0.62426496,-0.74326116,0.17862843,-0.70745385,1.1237009,1.0709311,0.34811458,1204
1205,0.34492218,-0.61829734,-0.79286075,0.201663,-0.7072244,1.1019052,1.1356137,0.36070606,1205
1206,0.36237967,-0.6021831,-0.79381645,0.19300565,-0.7071478,1.0510496,1.1031915,0.36385453,1206
1207,0.41281268,-0.5765205,-0.7952466,0.23356475,-0.7069565,1.0619475,1.1134005,0.38693973,1207
1208,0.44190812,-0.5007265,-0.803833,0.2922693,-0.70688015,1.0646716,1.1604698,0.38484073,1208
1209,0.4302702,-0.45417586,-0.7832881,0.3041213,-0.70668894,1.0328866,1.1279222,0.40372857,1209
1210,0.45645612,-0.45119205,-0.7606764,0.2952256,-0.7065359,1.042876,1.1168145,0.42471477,1210
1211,0.40117416,-0.4679025,-0.7611594,0.26867083,-0.70634466,1.0465087,1.0938278,0.41422167,1211
1212,0.41281268,-0.48222536,-0.7606764,0.2804561,-0.7061916,1.0728444,1.1091402,0.3900876,1212
1213,0.37886772,-0.495952,-0.76260793,0.27455375,-0.7060004,1.0692117,1.1134005,0.37015027,1213
1214,0.3497717,-0.46611178,-0.78232265,0.31303692,-0.7060004,1.1582102,1.1134005,0.35860768,1214
1215,0.3352237,-0.53772813,-0.73355323,0.21612632,-0.7060004,1.0619475,1.0989323,0.3565093,1215
1216,0.3497717,-0.54369646,-0.74181205,0.19012633,-0.70607674,1.0646716,1.1057433,0.35860768,1216
1217,0.34492218,-0.5287767,-0.72038805,0.21786703,-0.7060004,1.0555897,1.1057433,0.37434763,1217
1218,0.28673074,-0.64037925,-0.70276964,0.17862843,-0.7060004,1.0328866,1.0590874,0.33762148,1218
1219,0.27315274,-0.66604185,-0.68110436,0.15688527,-0.7058092,1.0737528,1.0279046,0.27990848,1219
1220,0.22756925,-0.6839454,-0.66625863,0.11885199,-0.70554125,1.0628549,1.0287498,0.27571112,1220
1221,0.20526223,-0.7119956,-0.6637761,0.14549284,-0.7052737,1.103722,1.0785519,0.2662675,1221
1222,0.20429279,-0.68692994,-0.6825921,0.16716872,-0.7049294,1.1155273,1.0955354,0.29250056,1222
1223,0.21593073,-0.64992756,-0.6983457,0.21496889,-0.7047382,1.1146197,1.108296,0.3082399,1223
1224,0.20623225,-0.64515305,-0.70227736,0.22019158,-0.7044703,1.1336902,1.1100036,0.30089468,1224
1225,0.20429279,-0.6809616,-0.6860401,0.25282997,-0.7043173,1.1345986,1.0980871,0.29354945,1225
1226,0.23338823,-0.6630573,-0.7115886,0.24990277,-0.70424086,1.1464049,1.0777067,0.3092894,1226
1227,0.2188408,-0.56160074,-0.73743653,0.36695892,-0.7043173,1.2381266,1.1134005,0.31348675,1227
1228,0.1412518,-0.56756836,-0.7155007,0.36695892,-0.7043173,1.2453917,1.0963806,0.36385453,1228
1229,0.1800463,-0.53772813,-0.6860401,0.43392852,-0.70351416,1.2617389,1.1134005,0.3218815,1229
1230,0.14610074,-0.5108725,-0.68208945,0.427797,-0.7030551,1.2880746,1.0980871,0.31663463,1230
1231,0.13155332,-0.4690956,-0.6602987,0.42166546,-0.70278746,1.3107786,1.1031915,0.2883032,1231
1232,0.13931176,-0.495952,-0.65881103,0.43208236,-0.70259625,1.2817178,1.1261964,0.28620422,1232
1233,0.16064876,-0.52579224,-0.6712134,0.5095937,-0.70236653,1.3153188,1.1244888,0.32502937,1233
1234,0.14610074,-0.52280843,-0.6573141,0.5259129,-0.7020989,1.3298492,1.1381836,0.30089468,1234
1235,0.11506527,-0.5210177,-0.6712134,0.4802748,-0.7019459,1.3153188,1.1347513,0.2987963,1235
1236,0.13640226,-0.48103225,-0.70815957,0.5020847,-0.7068035,1.4070414,1.1561741,0.3113884,1236
1237,0.14707077,-0.3019903,-0.6958926,0.63563216,-0.7065359,1.5487121,1.1578999,0.35126245,1237
1238,0.1587093,-0.23037395,-0.7756091,0.94841266,-0.70056885,1.7357899,1.2731386,0.4026791,1238
1239,0.15095028,-0.1647252,-0.79286075,1.1270818,-0.7000715,1.9246835,1.383436,0.4236659,1239
1240,0.15676926,-0.31392696,-0.7316021,0.987068,-0.6996509,1.8792764,1.3435011,0.4131728,1240
1241,0.17519677,-0.33660504,-0.75294894,1.0068783,-0.6993066,1.9555602,1.4236042,0.43206063,1241
1242,0.20914173,-0.54548717,-0.733061,0.8859485,-0.69942117,1.8829089,1.383436,0.43730685,1242
1243,0.22562979,-0.4464175,-0.7476269,0.9170657,-0.69957423,1.9637338,1.4298775,0.48137826,1243
1244,0.20429279,-0.5138563,-0.7712819,0.89629865,-0.6996509,1.9119698,1.4271994,0.4782304,1244
1245,0.2188408,-0.4094152,-0.7655056,1.0979732,-0.7001097,2.0872414,1.4730647,0.47927988,1245
1246,0.22368975,-0.5108725,-0.75777876,0.98565227,-0.700454,1.9855294,1.4694524,0.38484073,1246
1247,0.10730683,-0.5347443,-0.7751266,1.0834905,-0.7000715,2.110853,1.4730647,0.4352085,1247
1248,0.008380842,-0.54369646,-0.7301438,0.987068,-0.6999185,2.0845172,1.4532412,0.41841903,1248
1249,0.03359735,-0.5138563,-0.6983457,0.8983649,-0.6994978,2.0890582,1.4325727,0.43730685,1249
1250,0.020019365,-0.5108725,-0.7012923,0.96242666,-0.69980395,2.1417305,1.4325727,0.44255373,1250
1251,0.02292885,-0.47327322,-0.72038805,0.9694477,-0.70003337,2.212565,1.4343703,0.4551452,1251
1252,0.053964328,-0.49893582,-0.6958926,0.90320504,-0.7002246,2.1208425,1.372761,0.47927988,1252
1253,0.02195883,-0.45417586,-0.6958926,1.01896,-0.70030093,2.124475,1.3923326,0.45409632,1253
1254,0.042325806,-0.36763906,-0.7047306,1.0907224,-0.70030093,2.1072204,1.4012647,0.4551452,1254
1255,0.009350864,-0.37957498,-0.7066915,1.1512543,-0.7001864,2.212565,1.4236042,0.46458942,1255
1256,0.0491148,-0.43627158,-0.68208945,0.9379382,-0.6998421,2.0718026,1.3745393,0.47088516,1256
1257,0.09275883,-0.31392696,-0.685055,1.2119203,-0.69957423,2.3851125,1.4595498,0.5254503,1257
1258,0.09469829,-0.3318305,-0.6835771,1.2780004,-0.699383,2.4577646,1.5002035,0.5244008,1258
1259,0.09469829,-0.41836733,-0.6602987,1.182209,-0.69922996,2.4441426,1.4938585,0.52649915,1259
1260,0.1587093,-0.3885271,-0.65034956,1.2178795,-0.6991536,2.4577646,1.5110948,0.54748595,1260
1261,0.16743776,-0.39270473,-0.687518,1.2493411,-0.69896233,2.5540273,1.5210873,0.55797905,1261
1262,0.17519677,-0.41836733,-0.6478578,1.1970361,-0.6988857,2.6993306,1.5365796,0.6104452,1262
1263,0.17519677,-0.463128,-0.60925,1.0118524,-0.69896233,2.8573475,1.5869205,0.6261852,1263
1264,0.17034724,-0.4601442,-0.586484,1.0690653,-0.69884753,2.765625,1.5411271,0.6083468,1264
1265,0.19168425,-0.48699987,-0.5768342,1.0425014,-0.6986181,2.7401967,1.5685701,0.6524182,1265
1266,0.1625888,-0.3867371,-0.55641484,1.0907224,-0.69842684,2.792869,1.6219308,0.713279,1266
1267,0.16549829,-0.41538352,-0.53227687,1.0712274,-0.6983502,2.824654,1.6191628,0.7048843,1267
1268,0.18295579,-0.31094244,-0.51832926,1.2403303,-0.6981972,2.9899364,1.6163946,0.7374137,1268
1269,0.17616679,-0.34376717,-0.53587973,1.264398,-0.6980826,3.0852916,1.6237819,0.7027859,1269
1270,0.11797475,-0.3318305,-0.5430856,1.3313197,-0.69796777,3.1234334,1.6311864,0.6786513,1270
1271,0.11215578,-0.3515255,-0.5415397,1.1380534,-0.6978532,2.8764188,1.5915215,0.70068693,1271
1272,0.09275883,-0.36763906,-0.5286642,1.1896223,-0.6977765,2.880959,1.6237819,0.7048843,1272
1273,0.06657229,-0.39449543,-0.51419497,1.1785166,-0.6975853,2.8364604,1.6237819,0.7059338,1273
1274,0.03941632,-0.34675097,-0.5115967,1.2193717,-0.69643766,3.0108235,1.6469305,0.72272265,1274
1275,0.03165731,-0.36465526,-0.50121284,1.1637568,-0.6928041,2.7429218,1.6071573,0.645073,1275
1276,0.047175337,-0.33063743,-0.5027777,1.1970361,-0.6908915,2.7946858,1.6284012,0.72272265,1276
1277,0.041355785,-0.37301046,-0.48401988,1.119783,-0.68936145,2.7347481,1.6311864,0.7027859,1277
1278,0.053964328,-0.31989458,-0.4620069,1.1161386,-0.68936145,2.8010426,1.6589894,0.73006785,1278
1279,0.060753323,-0.3527193,-0.4730275,1.1970361,-0.68278253,2.7801554,1.663645,0.73636425,1279
1280,0.09760778,-0.3246691,-0.50900763,1.2119203,-0.67425257,2.811032,1.6654961,0.7489557,1280
1281,0.17034724,-0.31691077,-0.50900763,1.2418321,-0.66633475,2.7892365,1.6608588,0.7730904,1281
1282,0.18198577,-0.43328777,-0.4541154,1.2193717,-0.6550892,2.7365642,1.6497157,0.7395121,1282
1283,0.15095028,-0.37957498,-0.47564533,1.2757335,-0.649887,2.8700612,1.6654961,0.74161047,1283
1284,0.060753323,-0.495952,-0.4740805,1.2193717,-0.6443791,2.8764188,1.6506326,0.7384626,1284
1285,0.05493435,-0.53772813,-0.46883562,1.0582751,-0.63370717,2.7565439,1.6321034,0.6975391,1285
1286,0.09566831,-0.68036467,-0.44355768,0.8075095,-0.628008,2.5131612,1.5639874,0.6786513,1286
1287,0.17228729,-0.6003931,-0.45147797,0.7074516,-0.6212761,2.3669503,1.491145,0.5999521,1287
1288,0.10051726,-0.6350078,-0.48140204,0.6844552,-0.61504114,2.3842049,1.5183738,0.59575474,1288
1289,0.042325806,-0.61232907,-0.46568695,0.75049716,-0.61871314,2.4641213,1.5612375,0.6083468,1289
1290,0.073361285,-0.6153128,-0.47093183,0.737201,-0.6231886,2.399643,1.5749869,0.64822084,1290
1291,-0.052720677,-0.6511214,-0.46987882,0.622718,-0.62563634,2.316094,1.5915215,0.589459,1291
1292,-0.076967165,-0.58547264,-0.46987882,0.7338815,-0.6270134,2.3951027,1.6284012,0.53699285,1292
1293,-0.046901125,-0.5765205,-0.5115967,0.74716854,-0.6285053,2.3106453,1.6237819,0.5537817,1293
1294,-0.041082155,-0.6302333,-0.5115967,0.710742,-0.6301118,2.3215423,1.6358056,0.58316267,1294
1295,-0.057569627,-0.5735367,-0.5131517,0.7405205,-0.63198614,2.3487873,1.6311864,0.5663738,1295
1296,-0.036232624,-0.40523756,-0.5348463,0.98000824,-0.6330571,2.6066995,1.6608588,0.6209383,1296
1297,-0.03817267,-0.40344757,-0.55283153,1.1748244,-0.63428116,2.8900409,1.6627098,0.673405,1297
1298,-0.025564123,-0.42135182,-0.5410279,1.1307359,-0.63504606,2.8700612,1.6589894,0.6555661,1298
1299,-0.03817267,-0.50788796,-0.53639156,0.96242666,-0.633822,2.6566477,1.6376567,0.62828356,1299
1300,-0.073087655,-0.4601442,-0.55283153,0.9379382,-0.63278925,2.619414,1.6562042,0.59260684,1300
1301,-0.062419154,-0.5108725,-0.566634,0.9519135,-0.63179463,2.625771,1.6506326,0.6608129,1301
1302,-0.083756156,-0.45417586,-0.5742843,1.0475138,-0.63068545,2.6593719,1.6515678,0.6629113,1302
1303,-0.062419154,-0.48699987,-0.5935833,0.94492096,-0.6309915,2.6003428,1.6376567,0.687046,1303
1304,-0.023624659,-0.46193418,-0.5910524,1.0296448,-0.6298439,2.70932,1.6497157,0.7048843,1304
1305,-0.002287658,-0.47506392,-0.55692667,0.95541483,-0.628926,2.625771,1.6441453,0.687046,1305
1306,-0.028473608,-0.4601442,-0.572758,1.0260768,-0.6308003,2.6884327,1.6469305,0.6629113,1306
1307,-0.052720677,-0.45715967,-0.58749783,1.0546881,-0.63122094,2.750187,1.6441453,0.6576651,1307
1308,-0.03526318,-0.45417586,-0.61025465,1.0132687,-0.6309534,2.6975148,1.6265501,0.6765529,1308
1309,-0.01392618,-0.37659118,-0.5961136,1.043936,-0.6308003,2.6884327,1.6237819,0.6964896,1309
1310,0.04426585,-0.45417586,-0.57326984,0.94142985,-0.63183314,2.6357603,1.5869205,0.6702565,1310
1311,0.050084822,-0.3855433,-0.6011754,0.99979,-0.6309915,2.6557393,1.6099255,0.67445385,1311
1312,0.03650684,-0.43030396,-0.59509975,0.9835381,-0.63091487,2.619414,1.6145436,0.6964896,1312
1313,0.01323037,-0.4094152,-0.58749783,1.0367811,-0.6308003,2.6566477,1.6034734,0.7069833,1313
1314,0.024868315,-0.39807615,-0.5681701,1.0726717,-0.63129765,2.6911569,1.573154,0.71013117,1314
1315,-0.021684615,-0.42851326,-0.5696963,1.0296448,-0.63179463,2.6566477,1.5759028,0.6891444,1315
1316,-0.020715171,-0.40046304,-0.5594863,1.1052337,-0.6316034,2.675719,1.5961225,0.6838981,1316
1317,-0.04302162,-0.5138563,-0.55026203,1.0762682,-0.63148886,2.6966064,1.5869205,0.7048843,1317
1318,-0.084725596,-0.5198246,-0.5681701,1.1234275,-0.6311828,2.7292998,1.5961225,0.6975391,1318
1319,-0.084725596,-0.58248883,-0.5656202,0.9976667,-0.6311828,2.5258749,1.5915215,0.6650103,1319
1320,-0.072117634,-0.47804773,-0.57071996,1.0871065,-0.6313358,2.6502907,1.6007235,0.6681582,1320
1321,-0.11770112,-0.48401606,-0.55692667,1.0762682,-0.6314122,2.6403015,1.5961225,0.6681582,1321
1322,-0.12546013,-0.4440299,-0.5492384,1.1161386,-0.6311828,2.637577,1.6071573,0.6891444,1322
1323,-0.12546013,-0.45715967,-0.5389703,1.1103224,-0.6308385,2.6203215,1.6007235,0.69858855,1323
1324,-0.11091213,-0.43627158,-0.5338221,1.0958015,-0.6308003,2.5903533,1.5979553,0.74370944,1324
1325,-0.07017817,-0.4601442,-0.50640935,1.0296448,-0.6308003,2.3951027,1.5685701,0.7615478,1325
1326,-0.08084609,-0.48401606,-0.44250467,1.0061707,-0.6320625,2.3560524,1.5365796,0.71222955,1326
1327,-0.028473608,-0.49893582,-0.454637,0.97296786,-0.6319095,2.3133695,1.5456916,0.72062427,1327
1328,-0.01392618,-0.47804773,-0.4620069,0.97296786,-0.6317183,2.3061044,1.5823195,0.713279,1328
1329,0.09469829,-0.42433563,-0.48140204,1.0118524,-0.6315652,2.3197265,1.5915215,0.74266,1329
1330,0.071421824,-0.4601442,-0.48192364,0.9905973,-0.6314122,2.2616048,1.5942714,0.7500052,1330
1331,0.09081878,-0.4601442,-0.46515554,0.9708537,-0.63129765,2.1726072,1.5685701,0.73111737,1331
